trail_id,backpacking,beach,bike_touring,bird_watching,camping,cave,city_walk,cross_country_skiing,dog_friendly,easy,elevationm,event,fishing,forest,hard,hiking,historic_site,horse_back_riding,hot_springs,kid_friendly,lake,length_km,loop,medium,mountain_biking,name,nature_trips,ohv_off_road_driving,out_and_back,paddle_sports,partially_paved,paved,point_to_point,pub_walk,rails_trails,river,road_biking,rock_climbing,running,scenic_driving,skiing,snowshoeing,stroller_friendly,via_ferrata,views,walking,waterfalls,wheelchair_friendly,wildflowers,wildlife
1623,0,0,0,0,0,0,1,0,1,0,294,0,0,0,0,1,1,0,0,1,0,151,1,1,0,Antica Tarkna Etrusca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1626,0,0,1,0,0,0,0,0,0,0,527,0,0,0,0,0,0,0,0,0,0,615,0,1,0,Bracciano - Roma,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1629,0,0,0,0,0,0,0,0,0,0,1068,0,0,0,0,0,0,0,0,0,0,916,0,1,0,Roma - Civitavecchia,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1632,0,0,0,0,0,0,1,0,0,1,30,0,0,0,0,0,0,0,0,0,1,26,1,0,0,Laghetto Eur,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1633,0,0,0,0,0,0,0,0,0,0,2187,0,0,1,1,0,0,0,0,0,1,1053,1,0,0,Bolsena to Corbara Lake Cycling Route,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1636,0,0,0,1,0,0,0,0,0,0,558,0,0,0,0,0,0,0,0,0,0,232,1,1,1,Sutri - Bassano Romano,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1637,0,0,0,1,0,0,0,0,0,0,1864,0,0,1,1,0,0,0,0,0,1,512,1,0,1,Civitella di Licenza - Pellecchia - Lagustelli di Percile,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1638,0,0,0,1,0,0,0,0,0,1,75,0,0,1,0,1,1,0,0,1,0,39,1,0,0,Tomba Di Gottimo via Sentiero degli Etruschi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
1639,0,0,0,0,0,0,0,0,1,1,349,0,0,1,0,1,0,0,0,1,0,95,1,0,0,Laghetto Volubro - Fiuggi,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1640,0,0,0,0,0,0,0,0,0,1,23,0,0,1,0,1,0,0,0,1,0,23,1,0,0,Sentiero Natura Selva del Lamone,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
1641,0,0,0,1,0,0,0,0,0,0,90,0,0,1,0,1,0,0,0,1,0,43,1,1,0,Lacioni - Pila di Rosa Crepante,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1642,0,0,0,1,0,0,0,0,1,0,99,0,0,1,0,1,1,0,0,1,0,56,1,1,0,Selva del Lamone: Rofalco,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1643,0,0,0,1,0,0,0,0,0,1,37,0,0,1,0,1,0,0,0,1,0,18,1,0,0,Casali a San Pantaleo,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
1644,0,0,0,1,0,0,0,0,0,0,105,0,0,1,0,1,0,0,0,1,0,58,1,1,0,Selva del Lamone Sentiero 12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1645,0,0,0,1,0,0,0,0,0,0,461,0,0,1,0,1,0,0,0,0,0,97,1,1,0,Stazzano - Pozzo Badino - Monte le Ferule,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1647,0,0,0,0,0,1,0,0,0,0,579,0,0,1,0,1,0,0,0,0,0,145,1,1,0,Cimitero Terracina - Monte Cervaro - Grotta delle Donne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1648,0,0,0,0,0,0,0,0,0,0,1869,0,0,0,0,0,0,0,0,0,0,605,0,1,0,Orvinio - Scandriglia,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1649,0,0,1,0,0,0,0,0,0,0,1979,0,0,1,1,0,1,0,0,0,0,967,1,0,1,San Vittorino - Tivoli - Guadagnolo - Palestrina,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1650,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,29,1,0,0,Punta Incenso - Piana e Punta dell'Incenso,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1655,0,0,0,0,0,0,0,0,0,0,721,0,0,0,0,1,0,0,0,0,0,114,1,1,0,Il Baraccone - Monte a Mare - Valico della Crocetta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1656,1,0,0,0,0,0,0,1,1,1,388,0,0,1,0,1,0,0,0,0,0,56,1,0,0,Rifugio Maiolica - Monte Cambio,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1657,0,0,0,1,0,0,0,1,1,0,726,0,0,1,0,1,0,0,0,0,0,89,1,1,0,Monte La Metuccia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
1658,0,0,0,0,0,0,0,0,0,0,919,0,0,1,0,1,0,0,0,0,0,117,1,1,0,Campitellino via Valle delle Cascate,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1659,1,0,0,0,0,0,0,0,0,0,2001,0,0,1,1,0,0,0,0,0,1,1072,1,0,1,Monte Rocca - Canale Monterano - Trevignano Romano - Anguillara Sabazia,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1660,0,0,0,0,0,0,0,0,0,0,599,0,0,1,0,1,0,0,0,0,0,100,1,1,0,Il Baraccone - Monte Cavallo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1661,0,0,0,0,0,0,0,0,0,0,1794,0,0,1,0,0,0,0,0,0,1,703,1,1,1,Monte Rocca Romana - San Benedetto - Monte Fogliano,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1664,0,1,1,1,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,344,0,1,1,Fiumicino - Ladispoli,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1665,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,16,1,0,0,Monte Schiavone,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1666,0,0,0,0,0,0,0,0,0,0,245,0,0,1,0,1,0,0,0,0,0,172,0,1,1,Campo dell'Osso - Morra - Subiaco,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1669,0,0,0,1,0,0,0,0,0,0,1448,0,0,1,1,0,0,0,0,0,0,410,1,0,1,Moricone - Monti Lucretili - Monte Pellecchia,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1670,0,0,1,0,0,0,0,0,0,0,505,0,0,1,0,0,1,0,0,0,0,219,0,1,1,Vicovaro - Osteria della Spiaggia - Roviano,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1671,1,0,0,1,0,0,0,0,0,0,1396,0,0,1,1,1,0,0,0,0,0,151,1,0,0,Cimata di Macchia Triste - Murolungo,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1672,0,0,0,1,0,0,0,0,0,0,578,0,0,1,0,0,0,0,0,0,0,164,1,1,1,Moricone - Colle le Ciammarughe - Storaccio,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1673,0,0,1,1,0,0,0,0,0,0,1381,0,0,1,0,1,0,0,0,0,0,121,1,1,1,Colle S. Giovanni - Cima Lepri,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1674,0,0,0,1,0,0,0,0,0,0,1073,0,0,0,0,0,1,0,0,0,0,533,1,1,1,Tarquinia - Rocca Respampani,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1677,0,0,0,0,0,0,0,0,0,0,188,0,0,1,0,1,0,1,0,0,0,97,1,1,0,Via del Ferraccio,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1678,0,0,0,1,0,0,0,0,0,0,922,0,0,1,0,1,0,0,0,0,1,401,1,1,0,Selva del Lamone - Lago di Mezzano,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1679,0,0,1,0,0,0,0,0,0,0,1684,0,0,0,1,0,1,0,0,0,1,856,1,0,1,Bagnoregio - Villa Fontane - Montefiascone,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1680,0,0,0,0,0,0,0,0,0,1,22,0,0,1,0,1,0,0,0,1,0,21,1,0,0,Sentiero della Strompia,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1681,1,0,0,0,1,1,0,0,0,0,1080,0,0,1,1,1,0,0,0,0,0,209,1,0,1,La Fossa - Rifugio Tassiti - Rifugio La Liscia,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1682,0,0,0,1,1,0,0,0,0,1,118,0,0,1,0,1,0,0,0,1,0,23,1,0,0,Cascata Zompo Schioppo - Fonte della Volpe,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1
1683,0,0,0,1,0,0,0,0,0,0,538,0,0,1,0,1,1,0,0,1,0,61,1,1,0,Madonnina - Eremo Madonna del Cauto,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1684,1,0,0,1,0,0,0,0,0,0,722,0,0,1,0,1,0,0,0,1,0,106,1,1,0,Eremo Madonna del Cauto - Rifugio Tassiti - Colle Capanna,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1
1686,0,0,0,0,0,0,1,0,0,1,238,0,0,0,0,1,1,0,0,1,0,109,1,0,0,Trastavere - San Pietro,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1691,0,0,0,1,0,0,0,0,1,1,190,0,0,1,0,0,0,0,0,0,0,146,1,0,0,Castel di Guido - Sentiero delle Volpi,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
1693,0,0,0,1,0,0,0,0,1,1,229,0,0,1,0,1,0,0,0,1,1,32,1,0,0,Mura Ciclopiche - Montenero,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1696,0,0,0,0,0,0,0,0,1,0,136,0,0,1,0,1,1,0,0,1,0,29,1,1,0,La Faggeta - Monte Cimino,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1701,1,0,1,0,0,0,0,0,0,0,2543,1,0,1,1,0,0,0,0,0,1,1397,0,0,1,"1001 Miglia d'Italia 2021, Tappa 9: Bolsena - Tavernelle Sant'Eusebio",0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1702,0,0,1,0,0,0,0,0,0,0,392,0,0,1,0,1,1,0,0,1,0,122,1,1,1,Chia - Bomarzo,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1
1704,0,0,0,1,0,0,0,0,1,0,327,0,0,0,0,1,0,0,0,1,1,163,1,1,1,Fiuggi - Lago di Canterno,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1705,0,0,0,0,0,0,0,0,0,0,412,0,0,1,0,1,1,0,0,1,0,92,1,1,1,Santuario di Greccio - I Prati,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1706,0,0,0,0,0,1,0,0,1,1,319,0,0,1,0,1,0,0,0,1,0,98,1,0,0,Cascata di Trevi nel Lazio - Jenne - Grotta dell'Inferniglio,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1707,0,0,0,1,0,0,0,0,0,0,223,0,0,1,0,1,0,0,0,1,0,55,1,1,1,Campo dell'Osso - Le Vedute - Monte Autore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1
1710,0,0,0,0,0,0,0,0,0,1,266,0,0,1,0,1,0,0,0,1,0,66,1,0,1,Campo dell'osso - Monte Calvo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1712,0,0,0,0,0,0,0,0,0,0,1314,0,0,1,1,1,0,0,0,0,1,134,1,0,0,Cartore - Lago della Duchessa - Murolungo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1716,0,0,0,0,0,0,1,0,1,1,197,0,0,0,0,1,1,0,0,1,0,105,1,0,0,Trastevere - Piazza Navona - Pantheon - Piazza di Spagna,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1719,0,0,0,1,0,1,0,0,0,0,1208,0,0,1,0,0,0,0,0,0,0,312,1,1,1,Sorgenti Lucretili All Mountain,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1720,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,5,1,0,0,Belvedere della Madonnina,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1722,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,18,1,0,0,La Specola di San Silverio,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
